Suburb,Rooms,Type,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Regionname,Propertycount,Price,Distance_bin,Total Space
Newport,3,h,Village,10/15/2016,8.4,3015,3,1,0,221,Western Metropolitan,5498,923000,Nearby,7
Newport,2,h,Village,10/15/2016,8.4,3015,2,1,2,470,Western Metropolitan,5498,1030000,Nearby,7
Newport,3,h,Sweeney,10/15/2016,8.4,3015,3,2,2,284,Western Metropolitan,5498,1046000,Nearby,10
Niddrie,3,t,Barry,10/15/2016,11.2,3042,3,2,2,374,Western Metropolitan,2291,840000,Nearby,10
North Melbourne,2,h,Nelson,10/15/2016,2.3,3051,2,2,1,584,Northern Metropolitan,6821,990000,Nearby,7
Northcote,3,h,Nelson,10/15/2016,5.5,3070,3,1,0,158,Northern Metropolitan,11364,1050000,Nearby,7
Northcote,3,h,Nelson,10/15/2016,5.5,3070,3,1,1,178,Northern Metropolitan,11364,1010000,Nearby,8
Northcote,5,h,Jellis,10/15/2016,5.5,3070,5,2,2,692,Northern Metropolitan,11364,2155000,Nearby,14
Northcote,2,u,Nelson,10/15/2016,5.5,3070,2,1,1,50,Northern Metropolitan,11364,430000,Nearby,6
Oak Park,3,h,Brad,10/15/2016,11.5,3046,3,3,1,482,Northern Metropolitan,2651,1160000,Nearby,10
Oak Park,3,h,Brad,10/15/2016,11.5,3046,3,1,4,815,Northern Metropolitan,2651,925000,Nearby,11
Oak Park,2,t,Barry,10/15/2016,11.5,3046,2,1,1,118,Northern Metropolitan,2651,475000,Nearby,6
Oakleigh South,3,h,Buxton,10/15/2016,14.7,3167,3,1,4,743,South-Eastern Metropolitan,3692,1235000,Nearby,11
Parkville,1,h,Jellis,10/15/2016,2.6,3052,1,1,1,50,Northern Metropolitan,2309,307000,Nearby,4
Parkville,2,h,Collins,10/15/2016,2.6,3052,2,2,1,190,Northern Metropolitan,2309,2200000,Nearby,7
Parkville,1,u,Jellis,10/15/2016,2.6,3052,1,1,1,50,Northern Metropolitan,2309,485000,Nearby,4
Pascoe Vale,5,h,Brad,10/15/2016,9.9,3044,3,3,1,482,Northern Metropolitan,7485,977000,Nearby,12
Pascoe Vale,3,t,Nelson,10/15/2016,9.9,3044,3,2,2,191,Northern Metropolitan,7485,590000,Nearby,10
Pascoe Vale,3,h,Barry,10/15/2016,9.9,3044,3,1,3,464,Northern Metropolitan,7485,770000,Nearby,10
Pascoe Vale,3,h,Nelson,10/15/2016,9.9,3044,3,1,2,628,Northern Metropolitan,7485,815000,Nearby,9
Pascoe Vale,3,h,Brad,10/15/2016,9.9,3044,3,1,3,686,Northern Metropolitan,7485,975000,Nearby,10
Port Melbourne,5,h,hockingstuart,10/15/2016,3.8,3207,5,1,2,350,Southern Metropolitan,8648,2350000,Nearby,13
Prahran,3,h,Kay,10/15/2016,4.5,3181,3,3,1,593,Southern Metropolitan,7717,1590000,Nearby,10
Prahran,2,h,Marshall,10/15/2016,4.5,3181,2,3,1,91,Southern Metropolitan,7717,1200000,Nearby,8
Prahran,2,h,hockingstuart,10/15/2016,4.5,3181,3,3,1,593,Southern Metropolitan,7717,1100000,Nearby,9
Preston,2,h,Love,10/15/2016,8.8,3072,2,1,3,507,Northern Metropolitan,14577,1065000,Nearby,8
Preston,3,h,Love,10/15/2016,8.8,3072,3,1,1,847,Northern Metropolitan,14577,1200000,Nearby,8
Preston,3,u,Nelson,10/15/2016,8.8,3072,3,2,2,212,Northern Metropolitan,14577,798000,Nearby,10
Preston,2,h,Harcourts,10/15/2016,8.8,3072,2,1,1,669,Northern Metropolitan,14577,850000,Nearby,6
Preston,3,h,Barry,10/15/2016,8.8,3072,3,1,2,916,Northern Metropolitan,14577,1355000,Nearby,9
Preston,3,h,Love,10/15/2016,8.8,3072,3,1,1,50,Northern Metropolitan,14577,815000,Nearby,8
Preston,3,h,Jellis,10/15/2016,8.8,3072,3,1,2,610,Northern Metropolitan,14577,971000,Nearby,9
Preston,2,u,Nelson,10/15/2016,8.8,3072,2,1,1,106,Northern Metropolitan,14577,530000,Nearby,6
Preston,3,h,Love,10/15/2016,8.8,3072,3,1,1,472,Northern Metropolitan,14577,900000,Nearby,8
Reservoir,2,h,Nelson,10/15/2016,11.2,3073,3,3,1,482,Northern Metropolitan,21650,565000,Nearby,9
Reservoir,2,h,Nelson,10/15/2016,11.2,3073,3,3,1,482,Northern Metropolitan,21650,605000,Nearby,9
Reservoir,3,h,hockingstuart,10/15/2016,11.2,3073,3,1,1,250,Northern Metropolitan,21650,410000,Nearby,8
Reservoir,2,h,Ray,10/15/2016,11.2,3073,2,1,1,931,Northern Metropolitan,21650,836000,Nearby,6
Reservoir,2,h,Ray,10/15/2016,11.2,3073,2,2,2,654,Northern Metropolitan,21650,635000,Nearby,8
Reservoir,4,h,McGrath,10/15/2016,11.2,3073,4,2,3,525,Northern Metropolitan,21650,811000,Nearby,13
Reservoir,2,h,Barry,10/15/2016,11.2,3073,2,1,1,750,Northern Metropolitan,21650,650000,Nearby,6
Reservoir,3,h,Peter,10/15/2016,11.2,3073,3,3,1,482,Northern Metropolitan,21650,634000,Nearby,10
Reservoir,2,h,Ray,10/15/2016,11.2,3073,3,3,1,482,Northern Metropolitan,21650,700000,Nearby,9
Reservoir,3,h,Nelson,10/15/2016,11.2,3073,3,1,2,551,Northern Metropolitan,21650,765000,Nearby,9
Reservoir,2,u,Ray,10/15/2016,11.2,3073,2,1,2,132,Northern Metropolitan,21650,440000,Nearby,7
Reservoir,3,h,hockingstuart,10/15/2016,11.2,3073,3,3,1,482,Northern Metropolitan,21650,710000,Nearby,10
Reservoir,3,u,Nelson,10/15/2016,11.2,3073,1,1,1,50,Northern Metropolitan,21650,620000,Nearby,6
Reservoir,3,h,hockingstuart,10/15/2016,11.2,3073,3,2,2,251,Northern Metropolitan,21650,715000,Nearby,10
Reservoir,3,h,Ray,10/15/2016,11.2,3073,3,3,1,482,Northern Metropolitan,21650,795000,Nearby,10
Richmond,1,u,Collins,10/15/2016,2.6,3121,1,1,1,50,Northern Metropolitan,14949,380000,Nearby,4
Richmond,2,u,Jellis,10/15/2016,2.6,3121,2,1,1,50,Northern Metropolitan,14949,680000,Nearby,6
Richmond,2,t,hockingstuart,10/15/2016,2.6,3121,2,1,1,126,Northern Metropolitan,14949,1081000,Nearby,6
Richmond,2,t,Jellis,10/15/2016,2.6,3121,2,2,1,145,Northern Metropolitan,14949,955000,Nearby,7
Richmond,2,h,Biggin,10/15/2016,2.6,3121,2,2,0,74,Northern Metropolitan,14949,860000,Nearby,6
Richmond,3,h,Jellis,10/15/2016,2.6,3121,3,1,1,410,Northern Metropolitan,14949,1820000,Nearby,8
Richmond,2,h,Biggin,10/15/2016,2.6,3121,2,1,0,139,Northern Metropolitan,14949,905000,Nearby,5
Richmond,2,u,Biggin,10/15/2016,2.6,3121,2,2,1,50,Northern Metropolitan,14949,691000,Nearby,7
Rosanna,3,h,Love,10/15/2016,11.4,3084,3,3,1,693.5,Eastern Metropolitan,3540,695000,Nearby,10
Seddon,2,h,Jas,10/15/2016,6.6,3011,2,1,1,176,Western Metropolitan,2417,780000,Nearby,6
Seddon,3,h,Jas,10/15/2016,6.6,3011,3,1,0,216,Western Metropolitan,2417,880000,Nearby,7
South Melbourne,3,h,Cayzer,10/15/2016,2.1,3205,3,3,1,593,Southern Metropolitan,5943,1350000,Nearby,10
South Melbourne,1,u,Cayzer,10/15/2016,2.1,3205,1,1,1,50,Southern Metropolitan,5943,380000,Nearby,4
South Melbourne,2,h,hockingstuart,10/15/2016,2.1,3205,3,3,1,593,Southern Metropolitan,5943,1026000,Nearby,9
South Melbourne,3,h,Cayzer,10/15/2016,2.1,3205,3,2,1,161,Southern Metropolitan,5943,2000000,Nearby,9
South Yarra,3,h,hockingstuart,10/15/2016,3.3,3141,3,2,2,141,Southern Metropolitan,14887,1700000,Nearby,10
South Yarra,2,u,Kay,10/15/2016,3.3,3141,2,1,1,50,Southern Metropolitan,14887,613000,Nearby,6
South Yarra,2,u,RT,10/15/2016,3.3,3141,2,2,2,50,Southern Metropolitan,14887,1240000,Nearby,8
South Yarra,2,u,Williams,10/15/2016,3.3,3141,2,1,1,50,Southern Metropolitan,14887,832000,Nearby,6
South Yarra,2,u,Biggin,10/15/2016,3.3,3141,2,1,1,2122,Southern Metropolitan,14887,693000,Nearby,6
South Yarra,2,u,Williams,10/15/2016,3.3,3141,2,1,0,50,Southern Metropolitan,14887,551000,Nearby,5
South Yarra,3,u,Biggin,10/15/2016,3.3,3141,3,1,1,50,Southern Metropolitan,14887,740000,Nearby,8
South Yarra,3,h,Kay,10/15/2016,3.3,3141,3,2,2,221,Southern Metropolitan,14887,2285000,Nearby,10
South Yarra,3,h,Marshall,10/15/2016,3.3,3141,3,3,2,191,Southern Metropolitan,14887,3000000,Nearby,11
South Yarra,1,u,Hodges,10/15/2016,3.3,3141,1,1,1,50,Southern Metropolitan,14887,450000,Nearby,4
St Kilda,3,h,Marshall,10/15/2016,6.1,3182,3,2,2,124,Southern Metropolitan,13240,920000,Nearby,10
St Kilda,1,u,hockingstuart,10/15/2016,6.1,3182,1,1,1,653,Southern Metropolitan,13240,330000,Nearby,4
St Kilda,1,u,hockingstuart,10/15/2016,6.1,3182,1,1,1,50,Southern Metropolitan,13240,579000,Nearby,4
Strathmore,3,h,Considine,10/15/2016,9.7,3041,3,3,3,250,Western Metropolitan,3284,850000,Nearby,12
Strathmore,3,h,Nelson,10/15/2016,9.7,3041,3,2,3,696,Western Metropolitan,3284,1150000,Nearby,11
Strathmore,3,h,Frank,10/15/2016,9.7,3041,3,3,1,537,Western Metropolitan,3284,1175000,Nearby,10
Strathmore,3,h,Nelson,10/15/2016,9.7,3041,3,1,2,692,Western Metropolitan,3284,910000,Nearby,9
Sunshine,3,h,Douglas,10/15/2016,12.6,3020,3,1,1,511,Western Metropolitan,3755,816000,Nearby,8
Sunshine,2,h,Bells,10/15/2016,12.6,3020,2,1,3,580,Western Metropolitan,3755,825000,Nearby,8
Sunshine,3,h,Jas,10/15/2016,12.6,3020,3,1,4,704,Western Metropolitan,3755,950000,Nearby,11
Sunshine,2,u,Barry,10/15/2016,12.6,3020,2,1,0,153,Western Metropolitan,3755,425500,Nearby,5
Sunshine,3,h,hockingstuart,10/15/2016,12.6,3020,3,1,3,435,Western Metropolitan,3755,735000,Nearby,10
Sunshine,3,h,Douglas,10/15/2016,12.6,3020,3,1,1,86,Western Metropolitan,3755,595000,Nearby,8
Sunshine,3,h,Bells,10/15/2016,12.6,3020,3,1,1,490,Western Metropolitan,3755,735000,Nearby,8
Sunshine North,3,h,GL,10/15/2016,13.3,3020,3,1,1,668,Western Metropolitan,4217,725000,Nearby,8
Sunshine North,2,h,Douglas,10/15/2016,13.3,3020,2,1,2,588,Western Metropolitan,4217,715000,Nearby,7
Sunshine West,3,h,Barry,10/15/2016,13.5,3020,3,1,0,792,Western Metropolitan,6763,825000,Nearby,7
Surrey Hills,2,u,Marshall,10/15/2016,11.2,3127,2,1,1,102,Southern Metropolitan,5457,610000,Nearby,6
Surrey Hills,4,h,Jellis,10/15/2016,11.2,3127,4,2,1,383,Southern Metropolitan,5457,2003000,Nearby,11
Surrey Hills,2,u,Noel,10/15/2016,11.2,3127,2,1,1,982,Southern Metropolitan,5457,831000,Nearby,6
Templestowe Lower,2,t,Barry,10/15/2016,13.8,3107,2,1,1,340,Eastern Metropolitan,5420,678000,Nearby,6
Thornbury,3,h,Nelson,10/15/2016,6.5,3071,3,3,1,482,Northern Metropolitan,8870,1200000,Nearby,10
Thornbury,3,h,Jellis,10/15/2016,6.5,3071,3,2,2,397,Northern Metropolitan,8870,1265000,Nearby,10
Thornbury,2,h,Nelson,10/15/2016,6.5,3071,2,1,2,303,Northern Metropolitan,8870,1085000,Nearby,7
Toorak,3,h,Kay,10/15/2016,4.6,3142,3,3,2,564,Southern Metropolitan,7217,6250000,Nearby,11
Toorak,4,h,RT,10/15/2016,4.6,3142,4,3,2,732,Southern Metropolitan,7217,4500000,Nearby,13
Toorak,4,h,Sotheby's,10/15/2016,4.6,3142,4,2,2,237,Southern Metropolitan,7217,2025000,Nearby,12
Toorak,1,u,Jellis,10/15/2016,4.6,3142,1,1,1,50,Southern Metropolitan,7217,541000,Nearby,4
Toorak,3,t,Kay,10/15/2016,4.6,3142,3,2,2,117,Southern Metropolitan,7217,1550000,Nearby,10
Toorak,3,u,Jellis,10/15/2016,4.6,3142,4,2,2,50,Southern Metropolitan,7217,2205000,Nearby,11
Toorak,2,u,David,10/15/2016,4.6,3142,3,2,2,50,Southern Metropolitan,7217,1100000,Nearby,9
Toorak,2,u,Thomson,10/15/2016,4.6,3142,2,1,1,50,Southern Metropolitan,7217,490000,Nearby,6
Williamstown,2,h,Jas,10/15/2016,8,3016,2,1,0,240,Western Metropolitan,6380,1000000,Nearby,5
Williamstown,2,u,Greg,10/15/2016,8,3016,2,1,1,50,Western Metropolitan,6380,415000,Nearby,6
Windsor,1,u,Ray,10/15/2016,5.1,3181,1,1,1,50,Southern Metropolitan,4380,300000,Nearby,4
Windsor,2,u,Biggin,10/15/2016,5.1,3181,2,1,1,50,Southern Metropolitan,4380,520000,Nearby,6
Yallambie,3,h,Barry,10/15/2016,15,3085,3,1,1,614,Northern Metropolitan,1369,742000,Moderately close,8
Yallambie,4,h,Fletchers,10/15/2016,15,3085,4,2,2,551,Northern Metropolitan,1369,953000,Moderately close,12
Yarraville,2,u,Jas,10/15/2016,7,3013,2,2,1,80,Western Metropolitan,6543,666300,Nearby,7
Yarraville,3,h,Greg,10/15/2016,7,3013,3,3,1,217,Western Metropolitan,6543,1217500,Nearby,10
Yarraville,2,h,Jas,10/15/2016,7,3013,2,0,0,94,Western Metropolitan,6543,610000,Nearby,4
Aberfeldie,1,h,Nelson,10/15/2016,9.1,3040,3,2,1,676,Western Metropolitan,1543,1720000,Nearby,7
Aberfeldie,2,h,Nelson,10/15/2016,9.1,3040,2,1,2,809,Western Metropolitan,1543,1705000,Nearby,7
Brunswick East,3,h,Nelson,10/15/2016,4.5,3057,3,2,0,185,Northern Metropolitan,5533,1170000,Nearby,8
Brunswick East,1,u,Nelson,10/15/2016,4.5,3057,1,1,1,50,Northern Metropolitan,5533,370000,Nearby,4
Carlton,3,h,Woodards,10/15/2016,1.8,3053,3,1,0,121,Northern Metropolitan,6786,920000,Nearby,7
Essendon West,3,h,Nelson,10/15/2016,9.8,3040,3,1,2,293,Western Metropolitan,588,685000,Nearby,9
Essendon West,4,t,Harcourts,10/15/2016,9.8,3040,4,2,1,179,Western Metropolitan,588,652500,Nearby,11
Fawkner,3,t,Eview,10/15/2016,12.4,3060,3,1,1,314,Northern Metropolitan,5070,460000,Nearby,8
Fawkner,4,h,Ray,10/15/2016,12.4,3060,4,2,1,430,Northern Metropolitan,5070,570500,Nearby,11
Fawkner,1,u,Brad,10/15/2016,12.4,3060,1,1,1,69,Northern Metropolitan,5070,288000,Nearby,4
Hawthorn East,2,u,RT,10/15/2016,7.5,3123,1,1,1,50,Southern Metropolitan,6482,670000,Nearby,5
Hawthorn East,4,h,Marshall,10/15/2016,7.5,3123,4,2,2,457,Southern Metropolitan,6482,2381000,Nearby,12
Hawthorn East,4,t,Jellis,10/15/2016,7.5,3123,4,3,2,324,Southern Metropolitan,6482,1738000,Nearby,13
Hawthorn East,2,h,Fletchers,10/15/2016,7.5,3123,2,2,2,358,Southern Metropolitan,6482,1582000,Nearby,8
Kingsville,1,h,Village,10/15/2016,7.8,3012,1,1,0,272,Western Metropolitan,1808,750000,Nearby,3
Kingsville,2,u,hockingstuart,10/15/2016,7.8,3012,2,1,1,117,Western Metropolitan,1808,440000,Nearby,6
Murrumbeena,4,h,Ray,10/15/2016,12.1,3163,4,2,2,660,Southern Metropolitan,4442,1610000,Nearby,12
Murrumbeena,1,u,McGrath,10/15/2016,12.1,3163,1,1,1,50,Southern Metropolitan,4442,290000,Nearby,4
Murrumbeena,2,h,hockingstuart,10/15/2016,12.1,3163,2,1,2,313,Southern Metropolitan,4442,910500,Nearby,7
Ormond,3,u,Marshall,10/15/2016,11.8,3204,3,2,2,379,Southern Metropolitan,3578,973000,Nearby,10
Ormond,4,h,Buxton,10/15/2016,11.8,3204,4,3,1,718,Southern Metropolitan,3578,1845000,Nearby,12
Ormond,3,h,Marshall,10/15/2016,11.8,3204,3,1,2,578,Southern Metropolitan,3578,1535000,Nearby,9
Ormond,4,h,hockingstuart,10/15/2016,11.8,3204,4,2,2,691,Southern Metropolitan,3578,2005000,Nearby,12
Ormond,3,u,Woodards,10/15/2016,11.8,3204,3,2,1,180,Southern Metropolitan,3578,932000,Nearby,9
West Footscray,4,h,Ray,10/15/2016,8.2,3012,4,1,3,511,Western Metropolitan,5058,850000,Nearby,12
West Footscray,3,t,Nelson,10/15/2016,8.2,3012,3,1,2,255,Western Metropolitan,5058,620000,Nearby,9
West Footscray,2,h,Burnham,10/15/2016,8.2,3012,2,1,4,596,Western Metropolitan,5058,1001000,Nearby,9
West Footscray,3,h,Sweeney,10/15/2016,8.2,3012,3,2,3,336,Western Metropolitan,5058,875000,Nearby,11
Albion,2,h,Barry,10/15/2016,13.9,3020,2,1,2,697,Western Metropolitan,2185,670000,Nearby,7
Albion,4,h,hockingstuart,10/15/2016,13.9,3020,3,3,1,537,Western Metropolitan,2185,644500,Nearby,11
Oakleigh,3,u,Buxton,10/15/2016,14,3166,3,1,2,340,Southern Metropolitan,3224,690000,Nearby,9
Oakleigh,3,t,Ray,10/15/2016,14,3166,3,3,1,267,Southern Metropolitan,3224,790000,Nearby,10
Oakleigh,3,h,Buxton,10/15/2016,14,3166,3,2,2,544,Southern Metropolitan,3224,1050000,Nearby,10
Cremorne,2,h,Biggin,10/15/2016,2.5,3121,2,1,0,138,Northern Metropolitan,1123,895000,Nearby,5
Travancore,4,h,Nelson,10/15/2016,5.3,3032,4,2,1,621,Western Metropolitan,1052,1562000,Nearby,11
Keilor Park,3,h,Nelson,10/15/2016,14.5,3042,3,3,1,537,Western Metropolitan,1119,650000,Nearby,10
Airport West,3,h,Barry,4/16/2016,13.5,3042,3,1,2,971,Western Metropolitan,3464,830000,Nearby,9
Albert Park,3,h,RT,4/16/2016,3.3,3206,3,2,1,211,Southern Metropolitan,3280,2000000,Nearby,9
Alphington,3,h,Nelson,4/16/2016,6.4,3078,3,1,2,592,Northern Metropolitan,2211,1540000,Nearby,9
Altona,3,u,Barlow,4/16/2016,13.8,3018,3,2,1,70,Western Metropolitan,5301,730000,Nearby,9
Altona,3,h,hockingstuart,4/16/2016,13.8,3018,3,1,2,606,Western Metropolitan,5301,678000,Nearby,9
Armadale,1,u,Jellis,4/16/2016,6.3,3143,1,1,1,50,Southern Metropolitan,4836,324000,Nearby,4
Ascot Vale,4,h,Raine,4/16/2016,5.9,3032,4,3,2,562,Western Metropolitan,6567,1640000,Nearby,13
Ascot Vale,6,h,Nelson,4/16/2016,5.9,3032,4,2,1,461,Western Metropolitan,6567,1430000,Nearby,13
Ascot Vale,2,u,Brad,4/16/2016,5.9,3032,2,1,1,301,Western Metropolitan,6567,610000,Nearby,6
Ascot Vale,3,h,Nelson,4/16/2016,5.9,3032,3,3,1,491,Western Metropolitan,6567,940000,Nearby,10
Ashburton,2,h,Jellis,4/16/2016,11,3147,2,1,2,704,Southern Metropolitan,3052,1445000,Nearby,7
Ashwood,2,t,Buxton,4/16/2016,12.2,3147,3,3,1,267,Southern Metropolitan,2894,690000,Nearby,9
Avondale Heights,3,u,Brad,4/16/2016,10.5,3034,3,2,1,289,Western Metropolitan,4502,665000,Nearby,9
Avondale Heights,3,h,Nelson,4/16/2016,10.5,3034,3,1,1,177,Western Metropolitan,4502,560500,Nearby,8
Balwyn,5,h,Marshall,4/16/2016,9.7,3103,5,2,2,611,Southern Metropolitan,5682,2020000,Nearby,14
Balwyn,2,u,Jellis,4/16/2016,9.7,3103,2,1,1,50,Southern Metropolitan,5682,460000,Nearby,6
Balwyn North,4,h,Fletchers,4/16/2016,9.2,3104,4,2,2,1040,Southern Metropolitan,7809,2170000,Nearby,12
Balwyn North,5,h,Appleby,4/16/2016,9.2,3104,3,3,1,593,Southern Metropolitan,7809,1310000,Nearby,12
Balwyn North,4,h,Jellis,4/16/2016,9.2,3104,4,2,2,1235,Southern Metropolitan,7809,2525000,Nearby,12
Balwyn North,4,h,Assisi,4/16/2016,9.2,3104,4,3,1,904,Southern Metropolitan,7809,3360000,Nearby,12
Balwyn North,3,h,hockingstuart,4/16/2016,9.2,3104,3,3,1,593,Southern Metropolitan,7809,1845000,Nearby,10
Bentleigh,3,h,hockingstuart,4/16/2016,13,3204,3,1,2,700,Southern Metropolitan,6795,1327500,Nearby,9
Bentleigh,4,t,hockingstuart,4/16/2016,13,3204,3,3,1,267,Southern Metropolitan,6795,1435000,Nearby,11
Bentleigh,5,h,Buxton,4/16/2016,13,3204,3,3,1,593,Southern Metropolitan,6795,1960000,Nearby,12
Bentleigh,4,h,Buxton,4/16/2016,13,3204,4,3,1,695,Southern Metropolitan,6795,1560000,Nearby,12
Bentleigh East,3,t,Buxton,4/16/2016,13.9,3165,3,2,1,343,Southern Metropolitan,10969,920000,Nearby,9
Bentleigh East,3,h,Woodards,4/16/2016,13.9,3165,3,1,4,726,Southern Metropolitan,10969,1050000,Nearby,11
Bentleigh East,3,h,Woodards,4/16/2016,13.9,3165,3,1,2,841,Southern Metropolitan,10969,1560000,Nearby,9
Bentleigh East,3,h,Woodards,4/16/2016,13.9,3165,3,3,1,593,Southern Metropolitan,10969,1000000,Nearby,10
Bentleigh East,4,h,Hodges,4/16/2016,13.9,3165,4,2,2,601,Southern Metropolitan,10969,800000,Nearby,12
Bentleigh East,2,h,Buxton,4/16/2016,13.9,3165,2,2,1,201,Southern Metropolitan,10969,722000,Nearby,7
Bentleigh East,3,h,Buxton,4/16/2016,13.9,3165,3,1,2,588,Southern Metropolitan,10969,930000,Nearby,9
Bentleigh East,3,h,Buxton,4/16/2016,13.9,3165,3,3,1,593,Southern Metropolitan,10969,780000,Nearby,10
Bentleigh East,3,h,Buxton,4/16/2016,13.9,3165,3,2,1,291,Southern Metropolitan,10969,921000,Nearby,9
Bentleigh East,4,h,First,4/16/2016,13.9,3165,3,1,2,610,Southern Metropolitan,10969,1035000,Nearby,10
Box Hill,4,h,Fletchers,4/16/2016,13.1,3128,4,2,1,692,Eastern Metropolitan,4605,1600000,Nearby,11
Brighton,2,u,hockingstuart,4/16/2016,11.2,3186,2,1,1,131,Southern Metropolitan,10579,800000,Nearby,6
Brighton,4,h,hockingstuart,4/16/2016,11.2,3186,3,3,1,593,Southern Metropolitan,10579,4375000,Nearby,11
Brighton,2,h,Buxton,4/16/2016,11.2,3186,3,3,1,593,Southern Metropolitan,10579,1036000,Nearby,9
Brighton,5,h,Hodges,4/16/2016,11.2,3186,5,5,2,552,Southern Metropolitan,10579,2100000,Nearby,17
Brighton East,3,h,Marshall,4/16/2016,10.7,3187,3,2,4,678,Southern Metropolitan,6938,1620000,Nearby,12
Brighton East,4,h,hockingstuart,4/16/2016,10.7,3187,3,3,1,593,Southern Metropolitan,6938,2127000,Nearby,11
Brighton East,3,t,hockingstuart,4/16/2016,10.7,3187,3,2,3,50,Southern Metropolitan,6938,940000,Nearby,11
Brunswick,3,h,Nelson,4/16/2016,5.2,3056,3,1,1,210,Northern Metropolitan,11918,825000,Nearby,8
Brunswick,2,h,Nelson,4/16/2016,5.2,3056,3,1,2,352,Northern Metropolitan,11918,860000,Nearby,8
Brunswick,2,h,Nelson,4/16/2016,5.2,3056,2,1,1,319,Northern Metropolitan,11918,830000,Nearby,6
Brunswick,2,h,Nelson,4/16/2016,5.2,3056,2,1,2,200,Northern Metropolitan,11918,936000,Nearby,7
Brunswick,3,h,Nelson,4/16/2016,5.2,3056,2,1,1,216,Northern Metropolitan,11918,1261000,Nearby,7
Brunswick,3,h,Jellis,4/16/2016,5.2,3056,3,1,2,222,Northern Metropolitan,11918,1045000,Nearby,9
Brunswick West,2,h,Nelson,4/16/2016,5.9,3055,2,1,1,177,Northern Metropolitan,7082,711000,Nearby,6
Brunswick West,2,h,Raine,4/16/2016,5.9,3055,2,1,4,576,Northern Metropolitan,7082,910000,Nearby,9
Bulleen,4,h,Barry,4/16/2016,11.8,3105,3,3,1,693.5,Eastern Metropolitan,4480,1298000,Nearby,11
Bulleen,4,h,hockingstuart,4/16/2016,11.8,3105,4,2,3,672,Eastern Metropolitan,4480,1000000,Nearby,13
Burwood,2,h,Fletchers,4/16/2016,11.7,3125,2,1,2,593,Southern Metropolitan,5678,1350000,Nearby,7
Camberwell,3,h,O'Donoghues,4/16/2016,7.8,3124,3,2,2,656,Southern Metropolitan,8920,2250000,Nearby,10
Camberwell,2,h,O'Donoghues,4/16/2016,7.8,3124,2,1,1,424,Southern Metropolitan,8920,895000,Nearby,6
Camberwell,3,h,Marshall,4/16/2016,7.8,3124,3,2,0,584,Southern Metropolitan,8920,1800000,Nearby,8
Camberwell,4,h,Jellis,4/16/2016,7.8,3124,3,0,0,693,Southern Metropolitan,8920,1400000,Nearby,7
Camberwell,3,h,Noel,4/16/2016,7.8,3124,3,3,1,593,Southern Metropolitan,8920,2200000,Nearby,10
Carlton North,4,h,Nelson,4/16/2016,3.2,3054,4,2,2,504,Northern Metropolitan,3106,2520000,Nearby,12
Carlton North,3,h,Nelson,4/16/2016,3.2,3054,3,3,1,144,Northern Metropolitan,3106,1214000,Nearby,10
Carnegie,2,h,Jellis,4/16/2016,11.4,3163,2,1,1,211,Southern Metropolitan,7822,817500,Nearby,6
Carnegie,4,h,Ray,4/16/2016,11.4,3163,4,2,2,557,Southern Metropolitan,7822,1450000,Nearby,12
Carnegie,3,h,Ray,4/16/2016,11.4,3163,3,2,1,390,Southern Metropolitan,7822,1000000,Nearby,9
Carnegie,2,t,Gary,4/16/2016,11.4,3163,2,1,1,158,Southern Metropolitan,7822,855000,Nearby,6
Carnegie,2,h,Gary,4/16/2016,11.4,3163,2,1,1,50,Southern Metropolitan,7822,675000,Nearby,6
Caulfield,4,h,Gary,4/16/2016,8.9,3162,3,3,1,593,Southern Metropolitan,2379,1220000,Nearby,11
Caulfield South,4,h,hockingstuart,4/16/2016,9.3,3162,5,3,4,708,Southern Metropolitan,5051,1960000,Nearby,16
Caulfield South,2,h,Gary,4/16/2016,9.3,3162,2,1,1,367,Southern Metropolitan,5051,825000,Nearby,6
Caulfield South,2,h,hockingstuart,4/16/2016,9.3,3162,4,2,2,464,Southern Metropolitan,5051,1262000,Nearby,10
Coburg,4,h,Brad,4/16/2016,7.8,3058,4,1,1,452,Northern Metropolitan,11204,865000,Nearby,10
Coburg,2,u,Nelson,4/16/2016,7.8,3058,2,2,1,50,Northern Metropolitan,11204,485000,Nearby,7
Coburg,3,h,Nelson,4/16/2016,7.8,3058,3,3,1,482,Northern Metropolitan,11204,765000,Nearby,10
Coburg North,2,t,Stockdale,4/16/2016,9.2,3058,2,2,1,145,Northern Metropolitan,3445,460000,Nearby,7
Collingwood,3,h,hockingstuart,4/16/2016,1.6,3066,3,1,0,183,Northern Metropolitan,4553,1075000,Nearby,7
Collingwood,3,u,Nelson,4/16/2016,1.6,3066,3,2,2,50,Northern Metropolitan,4553,1470000,Nearby,10
Doncaster,3,h,Barry,4/16/2016,13.9,3108,3,2,2,731,Eastern Metropolitan,9028,1485000,Nearby,10
Doncaster,3,h,Ray,4/16/2016,13.9,3108,3,1,1,658,Eastern Metropolitan,9028,1190000,Nearby,8
Elsternwick,3,t,Biggin,4/16/2016,8.5,3185,3,2,2,179,Southern Metropolitan,4898,1071000,Nearby,10
Elsternwick,3,h,Biggin,4/16/2016,8.5,3185,3,2,2,492,Southern Metropolitan,4898,1800000,Nearby,10
